Energy (GeV),Mass (GeV),Cross Section / C_{\mu 	au}^2 (fb)
631,32.0,2.570354898470176e-06
631,33.0,1.1584994447611217e-07
631,34.0,0.0
631,35.0,0.0
631,36.0,0.0
631,37.0,0.0
631,38.0,0.0
631,39.0,0.0
631,40.0,0.0
631,41.0,0.0
631,42.0,0.0
631,43.0,0.0
631,44.0,0.0
631,45.0,0.0
631,46.0,0.0
631,47.0,0.0
631,48.0,0.0
631,49.0,0.0
631,50.0,0.0
631,51.0,0.0
631,52.0,0.0
631,53.0,0.0
631,54.0,0.0
631,55.0,0.0
631,56.0,0.0
631,57.0,0.0
631,58.0,0.0
631,59.0,0.0
631,60.0,0.0
631,61.0,0.0
631,62.0,0.0
631,63.0,0.0
631,64.0,0.0
631,65.0,0.0
631,66.0,0.0
631,67.0,0.0
631,68.0,0.0
631,69.0,0.0
631,70.0,0.0
631,71.0,0.0
631,72.0,0.0
631,73.0,0.0
631,74.0,0.0
631,75.0,0.0
631,76.0,0.0
631,77.0,0.0
631,78.0,0.0
631,79.0,0.0
631,80.0,0.0
631,81.0,0.0
631,82.0,0.0
631,83.0,0.0
631,84.0,0.0
631,85.0,0.0
631,86.0,0.0
631,87.0,0.0
631,88.0,0.0
631,89.0,0.0
631,90.0,0.0
631,91.0,0.0
631,92.0,0.0
631,93.0,0.0
631,94.0,0.0
631,95.0,0.0
631,96.0,0.0
631,97.0,0.0
631,98.0,0.0
631,99.0,0.0
794,1.77,152.39712494237625
794,2.0,124.50746167391924
794,2.36,90.62889755850505
794,2.7199999999999998,65.94226400011938
794,3.08,47.98623277789964
794,3.44,34.93365364889164
794,3.8,25.448000245396802
794,4.16,18.558213053759328
794,4.52,13.558799086429023
794,4.88,9.935913684824271
794,5.24,7.315262851241472
794,5.6,5.423192895125431
794,5.96,4.059558422120719
794,6.32,3.077741102772258
794,6.68,2.370592857833582
794,7.04,1.8599818048332801
794,7.3999999999999995,1.4891463773504734
794,7.76,1.2171437144970143
794,8.120000000000001,1.014685149358551
794,8.48,0.860915493665875
794,8.84,0.7413234271799493
794,9.2,0.645793059015322
794,9.559999999999999,0.567446626979805
794,9.92,0.5016328249480163
794,10.28,0.4452405003177491
794,10.64,0.3962383736260962
794,11.0,0.3531988753771564
794,11.36,0.3151756221295614
794,11.719999999999999,0.28146647648030515
794,12.08,0.2515248240065853
794,12.44,0.2249174178395559
794,12.799999999999999,0.2012510148171479
794,13.16,0.18019627257351672
794,13.52,0.16143661981237628
794,13.879999999999999,0.14470845831790044
794,14.24,0.12976053261250722
794,14.6,0.11639046276638187
794,14.959999999999999,0.10441832339351087
794,15.32,0.09368320452001727
794,15.68,0.08404262912084787
794,16.04,0.07538630064569136
794,16.4,0.06760746813647818
794,16.759999999999998,0.06061749474481343
794,17.119999999999997,0.054334648893560156
794,17.479999999999997,0.048687281334231135
794,17.84,0.04361186386397118
794,18.2,0.03904581314633109
794,18.56,0.03494032833312432
794,18.919999999999998,0.03125008791201934
794,19.28,0.027931486726408487
794,19.64,0.02494715469917944
794,20.0,0.022265496235043307
794,21.0,0.01616397970776608
794,22.0,0.011645156112811172
794,23.0,0.008311459823708801
794,24.0,0.005866252678217228
794,25.0,0.004084901197802652
794,26.0,0.002798691783824857
794,27.0,0.0018796722223192591
794,28.0,0.0012319043889123208
794,29.0,0.0007830154080422482
794,30.0,0.0004786320326303589
794,31.0,0.00027807958254470706
794,32.0,0.00015094336686505687
794,33.0,7.453996305594151e-05
794,34.0,3.2081572866230696e-05
794,35.0,1.1164938726944923e-05
794,36.0,2.6634748734018877e-06
794,37.0,2.3842399551310246e-07
794,38.0,7.008628892212195e-13
794,39.0,0.0
794,40.0,0.0
794,41.0,0.0
794,42.0,0.0
794,43.0,0.0
794,44.0,0.0
794,45.0,0.0
794,46.0,0.0
794,47.0,0.0
794,48.0,0.0
794,49.0,0.0
794,50.0,0.0
794,51.0,0.0
794,52.0,0.0
794,53.0,0.0
794,54.0,0.0
794,55.0,0.0
794,56.0,0.0
794,57.0,0.0
794,58.0,0.0
794,59.0,0.0
794,60.0,0.0
794,61.0,0.0
794,62.0,0.0
794,63.0,0.0
794,64.0,0.0
794,65.0,0.0
794,66.0,0.0
794,67.0,0.0
794,68.0,0.0
794,69.0,0.0
794,70.0,0.0
794,71.0,0.0
794,72.0,0.0
794,73.0,0.0
794,74.0,0.0
794,75.0,0.0
794,76.0,0.0
794,77.0,0.0
794,78.0,0.0
794,79.0,0.0
794,80.0,0.0
794,81.0,0.0
794,82.0,0.0
794,83.0,0.0
794,84.0,0.0
794,85.0,0.0
794,86.0,0.0
794,87.0,0.0
794,88.0,0.0
794,89.0,0.0
794,90.0,0.0
794,91.0,0.0
794,92.0,0.0
794,93.0,0.0
794,94.0,0.0
794,95.0,0.0
794,96.0,0.0
794,97.0,0.0
794,98.0,0.0
794,99.0,0.0
1000,1.77,200.4805546452787
1000,2.0,166.3722082582592
1000,2.36,124.23572176766645
1000,2.7199999999999998,92.84100779725155
1000,3.08,69.45909974279832
1000,3.44,52.026918440417695
1000,3.8,39.01174249273494
1000,4.16,29.281448361213894
1000,4.52,22.000612505939063
1000,4.88,16.55005342798379
1000,5.24,12.47049110894856
1000,5.6,9.418806492659726
1000,5.96,7.138315180263137
1000,6.32,5.4362696481749575
1000,6.68,4.167604030114995
1000,7.04,3.2229811451059476
1000,7.3999999999999995,2.5198880489851825
1000,7.76,1.996253817137862
1000,8.120000000000001,1.6053793228769626
1000,8.48,1.3122119754438233
1000,8.84,1.0906249954669576
1000,9.2,0.9213112638758163
1000,9.559999999999999,0.7899902307094571
1000,9.92,0.6862989847590759
1000,10.28,0.6026957362441163
1000,10.64,0.5338466293657791
1000,11.0,0.47592057481126615
1000,11.36,0.4262808813343421
1000,11.719999999999999,0.3830650837570335
1000,12.08,0.34498858956156836
1000,12.44,0.311152252970107
1000,12.799999999999999,0.2809057263282794
1000,13.16,0.2537841688465628
1000,13.52,0.22941017939169134
1000,13.879999999999999,0.20748603699612098
1000,14.24,0.187765460598383
1000,14.6,0.17000061835553223
1000,14.959999999999999,0.15399472295063935
1000,15.32,0.13957554511243384
1000,15.68,0.12655585940897648
1000,16.04,0.11479013434404665
1000,16.4,0.10414947982151124
1000,16.759999999999998,0.0945113475245367
1000,17.119999999999997,0.08577329400990384
1000,17.479999999999997,0.0778462367267356
1000,17.84,0.07064644227825741
1000,18.2,0.06410943232434978
1000,18.56,0.05816717146336735
1000,18.919999999999998,0.052766185615835445
1000,19.28,0.04785700560241989
1000,19.64,0.043393765562351555
1000,20.0,0.039334795666866144
1000,21.0,0.029894879503056384
1000,22.0,0.022643332539826613
1000,23.0,0.01707731934570935
1000,24.0,0.012812110911460837
1000,25.0,0.009553802881344543
1000,26.0,0.007070958652316208
1000,27.0,0.0051886536997215555
1000,28.0,0.0037685586959286268
1000,29.0,0.0027040248957180273
1000,30.0,0.001912204244095321
1000,31.0,0.0013289280752484963
1000,32.0,0.00090436391415991
1000,33.0,0.0005998247723968174
1000,34.0,0.00038510430620270283
1000,35.0,0.0002373234514188054
1000,36.0,0.0001386320243411481
1000,37.0,7.534872752227693e-05
1000,38.0,3.702561667313501e-05
1000,39.0,1.5678085591047187e-05
1000,40.0,5.247602694333987e-06
1000,41.0,1.160208907580003e-06
1000,42.0,8.244667079872928e-08
1000,43.0,0.0
1000,44.0,0.0
1000,45.0,0.0
1000,46.0,0.0
1000,47.0,0.0
1000,48.0,0.0
1000,49.0,0.0
1000,50.0,0.0
1000,51.0,0.0
1000,52.0,0.0
1000,53.0,0.0
1000,54.0,0.0
1000,55.0,0.0
1000,56.0,0.0
1000,57.0,0.0
1000,58.0,0.0
1000,59.0,0.0
1000,60.0,0.0
1000,61.0,0.0
1000,62.0,0.0
1000,63.0,0.0
1000,64.0,0.0
1000,65.0,0.0
1000,66.0,0.0
1000,67.0,0.0
1000,68.0,0.0
1000,69.0,0.0
1000,70.0,0.0
1000,71.0,0.0
1000,72.0,0.0
1000,73.0,0.0
1000,74.0,0.0
1000,75.0,0.0
1000,76.0,0.0
1000,77.0,0.0
1000,78.0,0.0
1000,79.0,0.0
1000,80.0,0.0
1000,81.0,0.0
1000,82.0,0.0
1000,83.0,0.0
1000,84.0,0.0
1000,85.0,0.0
1000,86.0,0.0
1000,87.0,0.0
1000,88.0,0.0
1000,89.0,0.0
1000,90.0,0.0
1000,91.0,0.0
1000,92.0,0.0
1000,93.0,0.0
1000,94.0,0.0
1000,95.0,0.0
1000,96.0,0.0
1000,97.0,0.0
1000,98.0,0.0
1000,99.0,0.0
1259,1.77,255.90356267965618
1259,2.0,215.1944115022255
1259,2.36,164.20273176975562
1259,2.7199999999999998,125.51529825827421
1259,3.08,96.14450883102222
1259,3.44,73.7961966040254
1259,3.8,56.74609988923733
1259,4.16,43.70434290205739
1259,4.52,33.703934448332994
1259,4.88,26.02179425665825
1259,5.24,20.112520560010992
1259,5.6,15.562677276538167
1259,5.96,12.057915892491254
1259,6.32,9.35864005360595
1259,6.68,7.280711980425816
1259,7.04,5.6822566796463025
1259,7.3999999999999995,4.453683023304934
1259,7.76,3.5102829936096622
1259,8.120000000000001,2.7864289646135925
1259,8.48,2.231194006623847
1259,8.84,1.8050743315764903
1259,9.2,1.477531262728029
1259,9.559999999999999,1.224999191601796
1259,9.92,1.0292957885423422
1259,10.28,0.8765122331103976
1259,10.64,0.7560507072604041
1259,11.0,0.6598572794194582
1259,11.36,0.5818943725324542
1259,11.719999999999999,0.5176470088949412
1259,12.08,0.46377343382532576
1259,12.44,0.4178259846634356
1259,12.799999999999999,0.37801751771807574
1259,13.16,0.34305265346126085
1259,13.52,0.31200549218268053
1259,13.879999999999999,0.28420514134781527
1259,14.24,0.2591526742606913
1259,14.6,0.23648483248900307
1259,14.959999999999999,0.21592315572040177
1259,15.32,0.197238767615788
1259,15.68,0.1802527391659248
1259,16.04,0.16479511295275678
1259,16.4,0.15073427396328662
1259,16.759999999999998,0.1379292828358105
1259,17.119999999999997,0.12626433868663534
1259,17.479999999999997,0.11563506359649339
1259,17.84,0.10593426842673302
1259,18.2,0.09707656524631625
1259,18.56,0.08897893061754865
1259,18.919999999999998,0.08157198201806325
1259,19.28,0.0747893129482032
1259,19.64,0.06857168222923832
1259,20.0,0.06287251118048501
1259,21.0,0.04938762586408453
1259,22.0,0.038757072695032556
1259,23.0,0.030368531368825256
1259,24.0,0.023745086102226413
1259,25.0,0.01851622141841232
1259,26.0,0.014390379289724241
1259,27.0,0.011138398658009961
1259,28.0,0.008580787346889614
1259,29.0,0.006573936753385912
1259,30.0,0.005004431218877583
1259,31.0,0.0037812742439430865
1259,32.0,0.0028325224171547457
1259,33.0,0.002100665694664316
1259,34.0,0.0015396980819228684
1259,35.0,0.0011130440824246874
1259,36.0,0.0007914882599647304
1259,37.0,0.0005518196866282208
1259,38.0,0.0003756373818583906
1259,39.0,0.0002482308007075878
1259,40.0,0.0001580426504961205
1259,41.0,9.5931916578368e-05
1259,42.0,5.466861755832162e-05
1259,43.0,2.8562311447072144e-05
1259,44.0,1.3169498594825673e-05
1259,45.0,5.003086859455424e-06
1259,46.0,1.370088779674835e-06
1259,47.0,1.9538743191003635e-07
1259,48.0,1.6623706644583827e-09
1259,49.0,0.0
1259,50.0,0.0
1259,51.0,0.0
1259,52.0,0.0
1259,53.0,0.0
1259,54.0,0.0
1259,55.0,0.0
1259,56.0,0.0
1259,57.0,0.0
1259,58.0,0.0
1259,59.0,0.0
1259,60.0,0.0
1259,61.0,0.0
1259,62.0,0.0
1259,63.0,0.0
1259,64.0,0.0
1259,65.0,0.0
1259,66.0,0.0
1259,67.0,0.0
1259,68.0,0.0
1259,69.0,0.0
1259,70.0,0.0
1259,71.0,0.0
1259,72.0,0.0
1259,73.0,0.0
1259,74.0,0.0
1259,75.0,0.0
1259,76.0,0.0
1259,77.0,0.0
1259,78.0,0.0
1259,79.0,0.0
1259,80.0,0.0
1259,81.0,0.0
1259,82.0,0.0
1259,83.0,0.0
1259,84.0,0.0
1259,85.0,0.0
1259,86.0,0.0
1259,87.0,0.0
1259,88.0,0.0
1259,89.0,0.0
1259,90.0,0.0
1259,91.0,0.0
1259,92.0,0.0
1259,93.0,0.0
1259,94.0,0.0
1259,95.0,0.0
1259,96.0,0.0
1259,97.0,0.0
1259,98.0,0.0
1259,99.0,0.0
1585,1.77,318.4098766477181
1585,2.0,270.7876755249706
1585,2.36,210.44459325221888
1585,2.7199999999999998,163.97285543064237
1585,3.08,128.13179460863435
1585,3.44,100.40746522207097
1585,3.8,78.88245264655878
1585,4.16,62.111003391347715
1585,4.52,48.999628701925424
1585,4.88,38.71854047377968
1585,5.24,30.635774983918004
1585,5.6,24.268351616791012
1585,5.96,19.244279398245112
1585,6.32,15.275508683079394
1585,6.68,12.137844496943945
1585,7.04,9.656655331461202
1585,7.3999999999999995,7.694486010746457
1585,7.76,6.143332314765136
1585,8.120000000000001,4.917504003299799
1585,8.48,3.949573502234706
1585,8.84,3.1857984844894025
1585,9.2,2.583415376090674
1585,9.559999999999999,2.108508818101141
1585,9.92,1.7341040699782435
1585,10.28,1.4386601096417642
1585,10.64,1.2051563619931644
1585,11.0,1.0200867326936347
1585,11.36,0.8727902996700452
1585,11.719999999999999,0.7548243845657747
1585,12.08,0.6596405871551739
1585,12.44,0.5820647840120214
1585,12.799999999999999,0.5181238970187303
1585,13.16,0.46473804114622974
1585,13.52,0.4195454828221425
1585,13.879999999999999,0.3807556888917692
1585,14.24,0.3470064872154599
1585,14.6,0.31727753390469476
1585,14.959999999999999,0.2908105270242332
1585,15.32,0.2670391558780408
1585,15.68,0.24553025661154343
1585,16.04,0.22596444048993725
1585,16.4,0.20810242116940855
1585,16.759999999999998,0.19174910901999892
1585,17.119999999999997,0.17675620478510165
1585,17.479999999999997,0.16299550730836737
1585,17.84,0.15035287179098897
1585,18.2,0.13874550153976256
1585,18.56,0.1280773411710807
1585,18.919999999999998,0.11826982272993308
1585,19.28,0.1092510485957836
1585,19.64,0.10095383232110929
1585,20.0,0.09331417434175589
1585,21.0,0.07509055439457259
1585,22.0,0.060493706593008754
1585,23.0,0.04874837794856507
1585,24.0,0.03926705424921214
1585,25.0,0.031604511752437586
1585,26.0,0.025407183945917886
1585,27.0,0.02039228075096331
1585,28.0,0.016333860297132158
1585,29.0,0.013050705653609673
1585,30.0,0.010396768617757087
1585,31.0,0.008253896815397906
1585,32.0,0.006527028008889849
1585,33.0,0.005137973918362089
1585,34.0,0.004023987067612634
1585,35.0,0.0031327634653189563
1585,36.0,0.0024226047427129255
1585,37.0,0.001858991065038906
1585,38.0,0.0014139277706129551
1585,39.0,0.0010644348385283088
1585,40.0,0.000791834585394291
1585,41.0,0.0005808790490640586
1585,42.0,0.0004191761336806687
1585,43.0,0.0002965904728141143
1585,44.0,0.0002049133018584494
1585,45.0,0.00013752651680471316
1585,46.0,8.89864645137508e-05
1585,47.0,5.4967693568714624e-05
1585,48.0,3.1941406536521255e-05
1585,49.0,1.7070531445512097e-05
1585,50.0,8.093062042015946e-06
1585,51.0,3.1906372246402213e-06
1585,52.0,9.183218068174445e-07
1585,53.0,1.428969489715816e-07
1585,54.0,2.601461278736399e-09
1585,55.0,0.0
1585,56.0,0.0
1585,57.0,0.0
1585,58.0,0.0
1585,59.0,0.0
1585,60.0,0.0
1585,61.0,0.0
1585,62.0,0.0
1585,63.0,0.0
1585,64.0,0.0
1585,65.0,0.0
1585,66.0,0.0
1585,67.0,0.0
1585,68.0,0.0
1585,69.0,0.0
1585,70.0,0.0
1585,71.0,0.0
1585,72.0,0.0
1585,73.0,0.0
1585,74.0,0.0
1585,75.0,0.0
1585,76.0,0.0
1585,77.0,0.0
1585,78.0,0.0
1585,79.0,0.0
1585,80.0,0.0
1585,81.0,0.0
1585,82.0,0.0
1585,83.0,0.0
1585,84.0,0.0
1585,85.0,0.0
1585,86.0,0.0
1585,87.0,0.0
1585,88.0,0.0
1585,89.0,0.0
1585,90.0,0.0
1585,91.0,0.0
1585,92.0,0.0
1585,93.0,0.0
1585,94.0,0.0
1585,95.0,0.0
1585,96.0,0.0
1585,97.0,0.0
1585,98.0,0.0
1585,99.0,0.0
1995,1.77,387.5219884390909
1995,2.0,332.74250248347937
1995,2.36,262.6539882924679
1995,2.7199999999999998,208.0028397818277
1995,3.08,165.3037386709629
1995,3.44,131.82000030276956
1995,3.8,105.45356756290963
1995,4.16,84.60019681139654
1995,4.52,68.04132979568996
1995,4.88,54.84127703441884
1995,5.24,44.28308360281224
1995,5.6,35.814016808695676
1995,5.96,29.002673238321776
1995,6.32,23.512932272326395
1995,6.68,19.08108482781019
1995,7.04,15.49820342848268
1995,7.3999999999999995,12.598871047297742
1995,7.76,10.251244715317927
1995,8.120000000000001,8.349574250722284
1995,8.48,6.809027538339307
1995,8.84,5.561180068307581
1995,9.2,4.550893044658357
1995,9.559999999999999,3.7330734581595477
1995,9.92,3.071508970053563
1995,10.28,2.536645891782579
1995,10.64,2.1043461453262666
1995,11.0,1.7550221397111412
1995,11.36,1.4727028527420245
1995,11.719999999999999,1.244399334268349
1995,12.08,1.0595520356680457
1995,12.44,0.9095864188267198
1995,12.799999999999999,0.7875324954749592
1995,13.16,0.6877887602674867
1995,13.52,0.6058309549367519
1995,13.879999999999999,0.5380242041761655
1995,14.24,0.48147017022280963
1995,14.6,0.43385617268252813
1995,14.959999999999999,0.3933485124243592
1995,15.32,0.35850662290469354
1995,15.68,0.3282125957466344
1995,16.04,0.301567777940691
1995,16.4,0.2779003877158896
1995,16.759999999999998,0.2566828819511867
1995,17.119999999999997,0.23750242081822526
1995,17.479999999999997,0.22005541758250427
1995,17.84,0.2040944816655575
1995,18.2,0.18943019049241797
1995,18.56,0.17592248308685518
1995,18.919999999999998,0.16344749906582082
1995,19.28,0.15190906197877563
1995,19.64,0.14122973263339095
1995,20.0,0.13133907651327573
1995,21.0,0.10750916228290117
1995,22.0,0.08819675342886174
1995,23.0,0.07249780143976149
1995,24.0,0.05968634673264866
1995,25.0,0.04917749129106598
1995,26.0,0.04052761567064487
1995,27.0,0.0333903391420867
1995,28.0,0.027495435656052544
1995,29.0,0.022622718934431865
1995,30.0,0.018593536591416063
1995,31.0,0.015260703564942146
1995,32.0,0.01250340673113733
1995,33.0,0.010223158906562037
1995,34.0,0.008339227220661894
1995,35.0,0.006783872664757764
1995,36.0,0.005501666375762546
1995,37.0,0.004446260874375209
1995,38.0,0.003579243796385824
1995,39.0,0.0028685048319463586
1995,40.0,0.0022875088635766175
1995,41.0,0.0018139558444006524
1995,42.0,0.001429359069490211
1995,43.0,0.0011181979858775656
1995,44.0,0.0008676220631179394
1995,45.0,0.0006669468253424434
1995,46.0,0.0005071790043733352
1995,47.0,0.0003808887506374172
1995,48.0,0.00028192174163797003
1995,49.0,0.00020510474874256904
1995,50.0,0.000146199056128472
1995,51.0,0.00010167024492905067
1995,52.0,6.859857535750579e-05
1995,53.0,4.4567128701300656e-05
1995,54.0,2.759075354057519e-05
1995,55.0,1.602831743165267e-05
1995,56.0,8.532574712899584e-06
1995,57.0,4.0032399330964414e-06
1995,58.0,1.5407247002557137e-06
1995,59.0,4.1861903411038815e-07
1995,60.0,5.477783094672249e-08
1995,61.0,3.9894883786285383e-10
1995,62.0,0.0
1995,63.0,0.0
1995,64.0,0.0
1995,65.0,0.0
1995,66.0,0.0
1995,67.0,0.0
1995,68.0,0.0
1995,69.0,0.0
1995,70.0,0.0
1995,71.0,0.0
1995,72.0,0.0
1995,73.0,0.0
1995,74.0,0.0
1995,75.0,0.0
1995,76.0,0.0
1995,77.0,0.0
1995,78.0,0.0
1995,79.0,0.0
1995,80.0,0.0
1995,81.0,0.0
1995,82.0,0.0
1995,83.0,0.0
1995,84.0,0.0
1995,85.0,0.0
1995,86.0,0.0
1995,87.0,0.0
1995,88.0,0.0
1995,89.0,0.0
1995,90.0,0.0
1995,91.0,0.0
1995,92.0,0.0
1995,93.0,0.0
1995,94.0,0.0
1995,95.0,0.0
1995,96.0,0.0
1995,97.0,0.0
1995,98.0,0.0
1995,99.0,0.0
2512,1.77,462.9222174414712
2512,2.0,400.77207350636843
2512,2.36,320.60565405395437
2512,2.7199999999999998,257.44067740392086
2512,3.08,207.54884394688332
2512,3.44,167.98170164892574
2512,3.8,136.45672179383266
2512,4.16,111.21708838089233
2512,4.52,90.91713395726049
2512,4.88,74.51781730973387
2512,5.24,61.21883891197279
2512,5.6,50.39381271287612
2512,5.96,41.5550406609771
2512,6.32,34.31709279415264
2512,6.68,28.375741905076918
2512,7.04,23.488381319484137
2512,7.3999999999999995,19.460932385282455
2512,7.76,16.137449457117228
2512,8.120000000000001,13.391497065231771
2512,8.48,11.12077161827324
2512,8.84,9.241645913602639
2512,9.2,7.68624936406681
2512,9.559999999999999,6.398478254966155
2512,9.92,5.332181505401866
2512,10.28,4.449478538202925
2512,10.64,3.7189044247232124
2512,11.0,3.1144645540725047
2512,11.36,2.614642353975235
2512,11.719999999999999,2.2014132580709744
2512,12.08,1.8599050890881463
2512,12.44,1.5777507631856853
2512,12.799999999999999,1.3446195343014515
2512,13.16,1.1519264758447523
2512,13.52,0.9925525256301635
2512,13.879999999999999,0.8605834988074951
2512,14.24,0.7511017734325306
2512,14.6,0.6600455126884085
2512,14.959999999999999,0.5840705859982833
2512,15.32,0.5203858299156565
2512,15.68,0.4667464847775421
2512,16.04,0.42126958365890516
2512,16.4,0.3824509638570487
2512,16.759999999999998,0.349047231582025
2512,17.119999999999997,0.32005616375298446
2512,17.479999999999997,0.2946736456607303
2512,17.84,0.27224969686590533
2512,18.2,0.2522695317034462
2512,18.56,0.23431734624036504
2512,18.919999999999998,0.21806795597465098
2512,19.28,0.20326140372727894
2512,19.64,0.18968893401445547
2512,20.0,0.17718860345560286
2512,21.0,0.14711192933641903
2512,22.0,0.12250597555469571
2512,23.0,0.10221553682446309
2512,24.0,0.08543876143547204
2512,25.0,0.07154780040721162
2512,26.0,0.06001429481764348
2512,27.0,0.050405504768712146
2512,28.0,0.04236887097563471
2512,29.0,0.03562486310898216
2512,30.0,0.029953639196035463
2512,31.0,0.025177679009304347
2512,32.0,0.021153803137510797
2512,33.0,0.017760900451483583
2512,34.0,0.01489973072302115
2512,35.0,0.012485280519062914
2512,36.0,0.010448229720619534
2512,37.0,0.008729932017632783
2512,38.0,0.007281068236580793
2512,39.0,0.00606062946109893
2512,40.0,0.00503324117275189
2512,41.0,0.004169345649699749
2512,42.0,0.0034438617914046726
2512,43.0,0.0028356965245884772
2512,44.0,0.002326641975110863
2512,45.0,0.0019015540452661187
2512,46.0,0.0015473634806593734
2512,47.0,0.0012529993589876138
2512,48.0,0.0010091512546014046
2512,49.0,0.0008078241355637181
2512,50.0,0.0006422445432009281
2512,51.0,0.0005066646489346885
2512,52.0,0.0003962102585800391
2512,53.0,0.000306742164995499
2512,54.0,0.0002347616636881465
2512,55.0,0.0001772955643197883
2512,56.0,0.00013183043376571176
2512,57.0,9.625130900615195e-05
2512,58.0,6.876170616580854e-05
2512,59.0,4.784565073401608e-05
2512,60.0,3.223468204595493e-05
2512,61.0,2.0855661701987433e-05
2512,62.0,1.2809967349365328e-05
2512,63.0,7.342308193122838e-06
2512,64.0,3.823312908685966e-06
2512,65.0,1.7280286229474346e-06
2512,66.0,6.212689510121651e-07
2512,67.0,1.4562087446796505e-07
2512,68.0,1.23962994730808e-08
2512,69.0,0.0
2512,70.0,0.0
2512,71.0,0.0
2512,72.0,0.0
2512,73.0,0.0
2512,74.0,0.0
2512,75.0,0.0
2512,76.0,0.0
2512,77.0,0.0
2512,78.0,0.0
2512,79.0,0.0
2512,80.0,0.0
2512,81.0,0.0
2512,82.0,0.0
2512,83.0,0.0
2512,84.0,0.0
2512,85.0,0.0
2512,86.0,0.0
2512,87.0,0.0
2512,88.0,0.0
2512,89.0,0.0
2512,90.0,0.0
2512,91.0,0.0
2512,92.0,0.0
2512,93.0,0.0
2512,94.0,0.0
2512,95.0,0.0
2512,96.0,0.0
2512,97.0,0.0
2512,98.0,0.0
2512,99.0,0.0
3162,1.77,543.8589146516623
3162,2.0,474.1972398208387
3162,2.36,383.7143280736028
3162,2.7199999999999998,311.78887091892074
3162,3.08,254.45771387142034
3162,3.44,208.56095560853316
3162,3.8,171.63215095590127
3162,4.16,141.7677053626991
3162,4.52,117.49440862481757
3162,4.88,97.67160222929128
3162,5.24,81.41224017455164
3162,5.6,68.0224920955209
3162,5.96,56.95499067489411
3162,6.32,47.77631228849141
3162,6.68,40.141618767808545
3162,7.04,33.774239164744266
3162,7.3999999999999995,28.45153166516943
3162,7.76,23.99283628157117
3162,8.120000000000001,20.251443211808844
3162,8.48,17.1067730600391
3162,8.84,14.460571269164394
3162,9.2,12.231266538705688
3162,9.559999999999999,10.352035143025928
3162,9.92,8.76628246527243
3162,10.28,7.427936227153283
3162,10.64,6.298119135845436
3162,11.0,5.343840961157012
3162,11.36,4.538128018269138
3162,11.719999999999999,3.8578649505307583
3162,12.08,3.283582663433897
3162,12.44,2.798899380170044
3162,12.799999999999999,2.389946628226627
3162,13.16,2.0450689913512
3162,13.52,1.754234450255772
3162,13.879999999999999,1.509094904258856
3162,14.24,1.3024532295068738
3162,14.6,1.128306641271142
3162,14.959999999999999,0.9814757280925235
3162,15.32,0.8576234916351421
3162,15.68,0.753084464347217
3162,16.04,0.66470121272796
3162,16.4,0.5898702558697048
3162,16.759999999999998,0.5263609650483976
3162,17.119999999999997,0.4723027042980043
3162,17.479999999999997,0.42612626226623856
3162,17.84,0.386506082187587
3162,18.2,0.3523456332225812
3162,18.56,0.322727583231149
3162,18.919999999999998,0.2968827259797245
3162,19.28,0.27418661259678995
3162,19.64,0.25411127913456144
3162,20.0,0.23622429035671888
3162,21.0,0.1953343197047267
3162,22.0,0.16358347740550866
3162,23.0,0.13797529956871568
3162,24.0,0.11682025952591094
3162,25.0,0.09912266259067927
3162,26.0,0.08424255282542215
3162,27.0,0.0717035769496165
3162,28.0,0.0611258072525219
3162,29.0,0.052185142961152536
3162,30.0,0.044606418393971996
3162,31.0,0.038162505546763335
3162,32.0,0.03266625531413829
3162,33.0,0.02796676183944108
3162,34.0,0.02394269256780932
3162,35.0,0.020493656586212192
3162,36.0,0.01753556678087158
3162,37.0,0.014997608225918257
3162,38.0,0.012819131868869847
3162,39.0,0.010948295306246126
3162,40.0,0.009341856045788646
3162,41.0,0.007962000195365849
3162,42.0,0.006777566146796928
3162,43.0,0.005760918821548287
3162,44.0,0.004888976771676801
3162,45.0,0.004141623967866461
3162,46.0,0.003501568745148125
3162,47.0,0.0029539864569057247
3162,48.0,0.0024860195431557135
3162,49.0,0.002086640331935367
3162,50.0,0.0017462952150392279
3162,51.0,0.0014568056131671933
3162,52.0,0.0012110313459161022
3162,53.0,0.0010027714827427674
3162,54.0,0.0008267782525650252
3162,55.0,0.0006784163917705324
3162,56.0,0.0005537533168009263
3162,57.0,0.00044933153034105555
3162,58.0,0.00036221573142840345
3162,59.0,0.0002898376592278789
3162,60.0,0.00023000005629336716
3162,61.0,0.00018079860089573036
3162,62.0,0.00014060283329287527
3162,63.0,0.00010800307252128027
3162,64.0,8.17871457776587e-05
3162,65.0,6.090986205704756e-05
3162,66.0,4.4481131037231504e-05
3162,67.0,3.1730833846149805e-05
3162,68.0,2.200205587497914e-05
3162,69.0,1.4732499346946436e-05
3162,70.0,9.438608034165875e-06
3162,71.0,5.711272813633873e-06
3162,72.0,3.2002148837515103e-06
3162,73.0,1.6086665887998391e-06
3162,74.0,6.858854186119205e-07
3162,75.0,2.2141568291695532e-07
3162,76.0,4.049619551469852e-08
3162,77.0,1.4403917960982463e-09
3162,78.0,0.0
3162,79.0,0.0
3162,80.0,0.0
3162,81.0,0.0
3162,82.0,0.0
3162,83.0,0.0
3162,84.0,0.0
