Energy (GeV),Mass (GeV),Cross Section / C_{\mu 	au}^2 (fb)
3162,85.0,0.0
3162,86.0,0.0
3162,87.0,0.0
3162,88.0,0.0
3162,89.0,0.0
3162,90.0,0.0
3162,91.0,0.0
3162,92.0,0.0
3162,93.0,0.0
3162,94.0,0.0
3162,95.0,0.0
3162,96.0,0.0
3162,97.0,0.0
3162,98.0,0.0
3162,99.0,0.0
3981,1.77,629.9719862424121
3981,2.0,552.6720301830422
3981,2.36,451.66961382595383
3981,2.7199999999999998,370.7752077422013
3981,3.08,305.79566957190667
3981,3.44,253.3600217836567
3981,3.8,210.8231319360777
3981,4.16,176.12984128894897
3981,4.52,147.68446658221663
3981,4.88,124.24540762249
3981,5.24,104.84071377904542
3981,5.6,88.70614993436907
3981,5.96,75.2364087733945
3981,6.32,63.95005927494867
3981,6.68,54.461426412235895
3981,7.04,46.45985877698396
3981,7.3999999999999995,39.69383915013468
3981,7.76,33.95875891838904
3981,8.120000000000001,29.086690201164053
3981,8.48,24.938763279872603
3981,8.84,21.401185101654466
3981,9.2,18.38000425627364
3981,9.559999999999999,15.796597591683636
3981,9.92,13.584196865818486
3981,10.28,11.687940993795394
3981,10.64,10.061629658687817
3981,11.0,8.665370861019428
3981,11.36,7.466305613749061
3981,11.719999999999999,6.43619274413513
3981,12.08,5.550777373104087
3981,12.44,4.789909359830701
3981,12.799999999999999,4.135760103068246
3981,13.16,3.5735442612418242
3981,13.52,3.0903212972919976
3981,13.879999999999999,2.6751572193261377
3981,14.24,2.318388080697646
3981,14.6,2.0120879558721967
3981,14.959999999999999,1.748991448372568
3981,15.32,1.5231986259728705
3981,15.68,1.3293747730872427
3981,16.04,1.1631023169116173
3981,16.4,1.020411530609058
3981,16.759999999999998,0.8979739270681213
3981,17.119999999999997,0.7928971473037495
3981,17.479999999999997,0.7026651891915405
3981,17.84,0.625143184898949
3981,18.2,0.5584768469763155
3981,18.56,0.501054438070229
3981,18.919999999999998,0.45152196759889746
3981,19.28,0.4087016691614838
3981,19.64,0.3715836071989165
3981,20.0,0.33931438571619255
3981,21.0,0.2693528863556959
3981,22.0,0.21976325303334882
3981,23.0,0.18311355917441538
3981,24.0,0.15482597806190898
3981,25.0,0.1321358702948533
3981,26.0,0.11339737989808811
3981,27.0,0.09762012716223849
3981,28.0,0.084198204449988
3981,29.0,0.07272010182722118
3981,30.0,0.06288605889003356
3981,31.0,0.05445251565201764
3981,32.0,0.047210655133316466
3981,33.0,0.04098127973345287
3981,34.0,0.03560947782154467
3981,35.0,0.03096379579437452
3981,36.0,0.026937081322843556
3981,37.0,0.023439093711352648
3981,38.0,0.020395812939929054
3981,39.0,0.017746417457246855
3981,40.0,0.01543813787201691
3981,41.0,0.013426334396099285
3981,42.0,0.011672282880211774
3981,43.0,0.010142477553349918
3981,44.0,0.00880773916133023
3981,45.0,0.007643046468165946
3981,46.0,0.0066266956654196085
3981,47.0,0.005739963090203336
3981,48.0,0.004966474808663017
3981,49.0,0.004292109998734838
3981,50.0,0.0037044159306318433
3981,51.0,0.003192555259958103
3981,52.0,0.002746989973234144
3981,53.0,0.0023595101847142187
3981,54.0,0.002022814508961666
3981,55.0,0.0017305682960625016
3981,56.0,0.0014772000125366413
3981,57.0,0.0012578426902207654
3981,58.0,0.001068166552619227
3981,59.0,0.0009044493772339013
3981,60.0,0.0007633697423223334
3981,61.0,0.0006420532940266437
3981,62.0,0.0005379524179681225
3981,63.0,0.00044884067222075193
3981,64.0,0.00037275018003123876
3981,65.0,0.0003079906365740818
3981,66.0,0.00025304154274755346
3981,67.0,0.00020659473923465363
3981,68.0,0.00016749492919583472
3981,69.0,0.0001347306324215892
3981,70.0,0.00010742510538074696
3981,71.0,8.47992740304697e-05
3981,72.0,6.618136036627317e-05
3981,73.0,5.0980661932704764e-05
3981,74.0,3.868235165040064e-05
3981,75.0,2.8837891183958286e-05
3981,76.0,2.1055845917252723e-05
3981,77.0,1.4996338215224604e-05
3981,78.0,1.0362250509399313e-05
3981,79.0,6.897724760966609e-06
3981,80.0,4.379082090019357e-06
3981,81.0,2.61326599552786e-06
3981,82.0,1.433822687915842e-06
3981,83.0,6.972795414651333e-07
3981,84.0,2.811146972371596e-07
3981,85.0,8.137212308164342e-08
3981,86.0,1.1198570488756804e-08
3981,87.0,9.088920647440296e-11
3981,88.0,0.0
3981,89.0,0.0
3981,90.0,0.0
3981,91.0,0.0
3981,92.0,0.0
3981,93.0,0.0
3981,94.0,0.0
3981,95.0,0.0
3981,96.0,0.0
3981,97.0,0.0
3981,98.0,0.0
3981,99.0,0.0
5012,1.77,720.652509958923
5012,2.0,635.6193732022127
5012,2.36,523.9488331130826
5012,2.7199999999999998,433.9328694330844
5012,3.08,361.1454625889536
5012,3.44,302.012583506181
5012,3.8,253.7065835628741
5012,4.16,214.02699885597082
5012,4.52,181.2552305854741
5012,4.88,154.0480145745451
5012,5.24,131.34894657609485
5012,5.6,112.32307372010374
5012,5.96,96.30981528952971
5012,6.32,82.77850387184455
5012,6.68,71.30277479100008
5012,7.04,61.53818703130788
5012,7.3999999999999995,53.20503013988435
5012,7.76,46.072850067133025
5012,8.120000000000001,39.95428206622129
5012,8.48,34.692494720616374
5012,8.84,30.156811912770188
5012,9.2,26.24045155649664
5012,9.559999999999999,22.85378066920892
5012,9.92,19.91972806624668
5012,10.28,17.374083080027166
5012,10.64,15.163398011986917
5012,11.0,13.241262650976221
5012,11.36,11.568087613700209
5012,11.719999999999999,10.11094009979584
5012,12.08,8.84077332857913
5012,12.44,7.7329484713094825
5012,12.799999999999999,6.766435811705849
5012,13.16,5.922574470111465
5012,13.52,5.1859278688787676
5012,13.879999999999999,4.542491544760153
5012,14.24,3.980624005803679
5012,14.6,3.4898207307758002
5012,14.959999999999999,3.061119773717824
5012,15.32,2.6867875720889653
5012,15.68,2.3599066629002694
5012,16.04,2.0745217899011568
5012,16.4,1.8254217270627238
5012,16.759999999999998,1.6080420087812224
5012,17.119999999999997,1.4184081336477157
5012,17.479999999999997,1.2529898334052563
5012,17.84,1.1087265871622531
5012,18.2,0.9829490896892389
5012,18.56,0.8732865287207577
5012,18.919999999999998,0.7776854767403754
5012,19.28,0.694309474456333
5012,19.64,0.6216117708195973
5012,20.0,0.5581804702631976
5012,21.0,0.42105216423202346
5012,22.0,0.3262575987444009
5012,23.0,0.2597922640226008
5012,24.0,0.21216556669123318
5012,25.0,0.17703340729682898
5012,26.0,0.15022480728606413
5012,27.0,0.1290352167654132
5012,28.0,0.11174783105540295
5012,29.0,0.09727971530261198
5012,30.0,0.0849511830890082
5012,31.0,0.07432649711094982
5012,32.0,0.06511540170113293
5012,33.0,0.05710543664698232
5012,34.0,0.050133900523392845
5012,35.0,0.04406020308555502
5012,36.0,0.03876476799011169
5012,37.0,0.034140902384740206
5012,38.0,0.030095213401416597
5012,39.0,0.02654787843821112
5012,40.0,0.023430446507063604
5012,41.0,0.020685063868976804
5012,42.0,0.018264335422211384
5012,43.0,0.01612736211588067
5012,44.0,0.014239493200969788
5012,45.0,0.01257095547379029
5012,46.0,0.011095823131114896
5012,47.0,0.009791122517071971
5012,48.0,0.008636861248602575
5012,49.0,0.007615506610851106
5012,50.0,0.006711433621073575
5012,51.0,0.00591106881844505
5012,52.0,0.005202611843448129
5012,53.0,0.004575566710956043
5012,54.0,0.004020635046178299
5012,55.0,0.003529750656748087
5012,56.0,0.00309563435785573
5012,57.0,0.0027118627106855592
5012,58.0,0.0023727978309472683
5012,59.0,0.0020733824948253867
5012,60.0,0.0018091840573672786
5012,61.0,0.0015762099729308733
5012,62.0,0.0013709450490052273
5012,63.0,0.0011902811304830806
5012,64.0,0.001031416084756473
5012,65.0,0.0008918785219471762
5012,66.0,0.0007694914896166111
5012,67.0,0.0006622566133973503
5012,68.0,0.0005684712330630482
5012,69.0,0.0004865588536892573
5012,70.0,0.0004151543333402438
5012,71.0,0.00035302932069656575
5012,72.0,0.0002990932012861113
5012,73.0,0.00025237616032214386
5012,74.0,0.00021201922950075608
5012,75.0,0.00017725323775914613
5012,76.0,0.0001473995627238784
5012,77.0,0.00012185247680278009
5012,78.0,0.00010007806941046113
5012,79.0,8.159916119245914e-05
5012,80.0,6.599291173888991e-05
5012,81.0,5.2886445746222534e-05
5012,82.0,4.1947468815037576e-05
5012,83.0,3.2883182089264304e-05
5012,84.0,2.543310976642661e-05
5012,85.0,1.936766217188057e-05
5012,86.0,1.4484244418290607e-05
5012,87.0,1.0603337894749286e-05
5012,88.0,7.5666067549862244e-06
5012,89.0,5.234895979169747e-06
5012,90.0,3.4853299458273767e-06
5012,91.0,2.2103085514214277e-06
5012,92.0,1.315245011462119e-06
5012,93.0,7.176192163276506e-07
5012,94.0,3.45507316483343e-07
5012,95.0,1.3671895162377126e-07
5012,96.0,3.8047848502218085e-08
5012,97.0,4.6354340019093694e-09
5012,98.0,9.802026083206911e-12
5012,99.0,0.0
6310,1.77,815.3818568604586
6310,2.0,722.550463080174
6310,2.36,600.093603742894
6310,2.7199999999999998,500.83589504058637
6310,3.08,420.11941116265575
6310,3.44,354.1615682011823
6310,3.8,299.9635624042937
6310,4.16,255.17358046729888
6310,4.52,217.95185824840365
6310,4.88,186.85332158315086
6310,5.24,160.73882654562954
6310,5.6,138.70580480336508
6310,5.96,120.0337031566885
6310,6.32,104.14471067672922
6310,6.68,90.57335943033397
6310,7.04,78.94036072463463
6310,7.3999999999999995,68.93647692461315
6310,7.76,60.307744396327124
6310,8.120000000000001,52.845493823001725
6310,8.48,46.37494643917629
6310,8.84,40.75118552916179
6310,9.2,35.851889239403
6310,9.559999999999999,31.57631787495462
6310,9.92,27.838677648265687
6310,10.28,24.564624076243827
6310,10.64,21.692812993167088
6310,11.0,19.170853815028103
6310,11.36,16.95250892311468
6310,11.719999999999999,14.99929334050113
6310,12.08,13.278064389695063
6310,12.44,11.759299807090498
6310,12.799999999999999,10.418878493442158
6310,13.16,9.234175908792318
6310,13.52,8.18707285673691
6310,13.879999999999999,7.260635969857777
6310,14.24,6.4409964985300885
6310,14.6,5.7152078525051735
6310,14.959999999999999,5.07262726647113
6310,15.32,4.503369676704883
6310,15.68,3.9991350696232963
6310,16.04,3.5523450750888776
6310,16.4,3.156491350741158
6310,16.759999999999998,2.8057214349106196
6310,17.119999999999997,2.4949582005642768
6310,17.479999999999997,2.2197015676992335
6310,17.84,1.9758115997781316
6310,18.2,1.7598257896634573
6310,18.56,1.5686138734165513
6310,18.919999999999998,1.3992771546831748
6310,19.28,1.249425107354126
6310,19.64,1.1168064096135177
6310,20.0,0.9994550582894043
6310,21.0,0.7398350400499926
6310,22.0,0.5552744907266214
6310,23.0,0.423979090372701
6310,24.0,0.3302646966115392
6310,25.0,0.26291429334185024
6310,26.0,0.21395067814083654
6310,27.0,0.17774416365965634
6310,28.0,0.15035939002312118
6310,29.0,0.12909398263709645
6310,30.0,0.11210528017802596
6310,31.0,0.09815465115847193
6310,32.0,0.08642644876459603
6310,33.0,0.0763776665487688
6310,34.0,0.06765499783591054
6310,35.0,0.06001771803833646
6310,36.0,0.05329864356777045
6310,37.0,0.04737303662223182
6310,38.0,0.042141745820964166
6310,39.0,0.03752085512892787
6310,40.0,0.033436906664078614
6310,41.0,0.029824051766071117
6310,42.0,0.026623434997564595
6310,43.0,0.023783493135666273
6310,44.0,0.021258809639226817
6310,45.0,0.0190102942667764
6310,46.0,0.01700425656451545
6310,47.0,0.015212639071424944
6310,48.0,0.013610524689682952
6310,49.0,0.012177081487033465
6310,50.0,0.010893923325870554
6310,51.0,0.009744876662760348
6310,52.0,0.008715651097869164
6310,53.0,0.007793577188982735
6310,54.0,0.0069672132717587204
6310,55.0,0.006226480113777575
6310,56.0,0.005562316431146745
6310,57.0,0.00496675703068031
6310,58.0,0.004432723216271684
6310,59.0,0.0039538188561903595
6310,60.0,0.0035244323572103664
6310,61.0,0.0031395576409219894
6310,62.0,0.002794607859687728
6310,63.0,0.0024855443334282105
6310,64.0,0.002208746196165749
6310,65.0,0.0019609046284387818
6310,66.0,0.001739105840466463
6310,67.0,0.0015407046208000114
6310,68.0,0.001363325939231057
6310,69.0,0.00120485756756748
6310,70.0,0.0010633690089503335
6310,71.0,0.0009371428981100627
6310,72.0,0.0008246212038360113
6310,73.0,0.000724411940610567
6310,74.0,0.0006352503816750414
6310,75.0,0.0005560045178478737
6310,76.0,0.0004856488749565812
6310,77.0,0.00042326459312070746
6310,78.0,0.0003680241243314763
6310,79.0,0.0003191847879515389
6310,80.0,0.0002760645471330802
6310,81.0,0.00023806815799181538
6310,82.0,0.0002046430500112671
6310,83.0,0.00017530178607620144
6310,84.0,0.00014960355212107867
6310,85.0,0.00012715014872398156
6310,86.0,0.00010758445634502391
6310,87.0,9.058484608905758e-05
6310,88.0,7.586127290001794e-05
6310,89.0,6.315785983763046e-05
6310,90.0,5.223818655583921e-05
6310,91.0,4.289407602619193e-05
6310,92.0,3.493764008436975e-05
6310,93.0,2.820051234734003e-05
6310,94.0,2.2531147145402743e-05
6310,95.0,1.779480936642115e-05
6310,96.0,1.386973474789632e-05
6310,97.0,1.0647537510521037e-05
6310,98.0,8.030711694672709e-06
6310,99.0,5.932938809151566e-06
7943,1.77,913.6000723181396
7943,2.0,812.9154740373654
7943,2.36,679.5964989342574
7943,2.7199999999999998,571.0070482998512
7943,3.08,482.27239157729116
7943,3.44,409.3995017114064
7943,3.8,349.21615750705246
7943,4.16,299.22277506244365
7943,4.52,257.4569375351077
7943,4.88,222.3738259321805
7943,5.24,192.75185035359476
7943,5.6,167.61830724901785
7943,5.96,146.19749351950742
7943,6.32,127.86332848459566
7943,6.68,112.1094688987335
7943,7.04,98.52227090110307
7943,7.3999999999999995,86.76524740867002
7943,7.76,76.55988619273981
7943,8.120000000000001,67.6756546228327
7943,8.48,59.91915587062715
7943,8.84,53.1314081568819
7943,9.2,47.177873386635646
7943,9.559999999999999,41.94338213417751
7943,9.92,37.3326025576377
7943,10.28,33.26425681975218
7943,10.64,29.666894633435014
7943,11.0,26.48216347752885
7943,11.36,23.658114329099245
7943,11.719999999999999,21.149929114705266
7943,12.08,18.920724370439476
7943,12.44,16.93581082153734
7943,12.799999999999999,15.167726620422547
7943,13.16,13.590374622287419
7943,13.52,12.182584551500105
7943,13.879999999999999,10.924697418693876
7943,14.24,9.800151779366045
7943,14.6,8.793962937060623
7943,14.959999999999999,7.893463543949342
7943,15.32,7.086793892467972
7943,15.68,6.364214857133687
7943,16.04,5.716278831834064
7943,16.4,5.135582917058972
7943,16.759999999999998,4.614545969874171
7943,17.119999999999997,4.14724607488044
7943,17.479999999999997,3.7279607095737806
7943,17.84,3.3516106315226315
7943,18.2,3.0140494095120234
7943,18.56,2.710976907163616
7943,18.919999999999998,2.439016097631645
7943,19.28,2.1949848021207377
7943,19.64,1.9759561576066824
7943,20.0,1.779455641837271
7943,21.0,1.333378706873524
7943,22.0,1.0038210400656693
7943,23.0,0.7606286661929434
7943,24.0,0.5814310345516912
7943,25.0,0.44945205197521204
7943,26.0,0.3522034585691783
7943,27.0,0.2803828920365789
7943,28.0,0.22709290141703187
7943,29.0,0.18722747016114497
7943,30.0,0.15705821786327612
7943,31.0,0.1338602646639287
7943,32.0,0.11567233528477502
7943,33.0,0.10109423504782415
7943,34.0,0.08914013708629695
7943,35.0,0.07911782931392944
7943,36.0,0.07055391951994086
7943,37.0,0.06311832847815875
7943,38.0,0.05658758068224397
7943,39.0,0.05080435383755111
7943,40.0,0.04565734680543002
7943,41.0,0.04106346758768769
7943,42.0,0.03695688740394697
7943,43.0,0.03328409082843288
7943,44.0,0.02999763011774562
7943,45.0,0.027055587604424888
7943,46.0,0.024420110622862038
7943,47.0,0.022056702823614587
7943,48.0,0.019934604041180866
7943,49.0,0.01802638454661759
7943,50.0,0.01630775084605353
7943,51.0,0.014757634390493714
7943,52.0,0.013357814653655053
7943,53.0,0.012092374681564764
7943,54.0,0.01094748805269332
7943,55.0,0.009911055478006364
7943,56.0,0.008972387057283157
7943,57.0,0.008122104282154157
7943,58.0,0.007351623037213416
7943,59.0,0.006653343408606969
7943,60.0,0.006020358553405062
7943,61.0,0.005446415528253651
7943,62.0,0.004925927301764525
7943,63.0,0.00445383231433256
7943,64.0,0.004025564732916453
7943,65.0,0.00363703239661324
7943,66.0,0.003284569438669379
7943,67.0,0.0029648622775035847
7943,68.0,0.0026748710765014997
7943,69.0,0.0024118873057212636
7943,70.0,0.0021734487797661893
7943,71.0,0.0019573178102642074
7943,72.0,0.0017614392508685456
7943,73.0,0.0015839889437419615
7943,74.0,0.0014232811241384835
7943,75.0,0.0012777807484352138
7943,76.0,0.0011461121516240765
7943,77.0,0.0010270129104652066
7943,78.0,0.0009193433562594275
7943,79.0,0.0008220671764523969
7943,80.0,0.0007342246365629495
7943,81.0,0.0006549610808278826
7943,82.0,0.0005834875481416912
7943,83.0,0.0005190847571215081
7943,84.0,0.00046110144025223907
7943,85.0,0.0004089476256571186
7943,86.0,0.00036207798839822295
7943,87.0,0.0003200052290548227
7943,88.0,0.00028227740377939956
7943,89.0,0.00024848417735963933
7943,90.0,0.0002182578616356348
7943,91.0,0.00019125841577209327
7943,92.0,0.00016717404488257343
7943,93.0,0.00014572789386049288
7943,94.0,0.00012666267729232673
7943,95.0,0.0001097449621489088
7943,96.0,9.476642393876808e-05
7943,97.0,8.153034154993796e-05
7943,98.0,6.986508793955799e-05
7943,99.0,5.960844809383226e-05
10000,1.77,1014.9476888947082
10000,2.0,906.3679249015197
10000,2.36,762.1060883348576
10000,2.7199999999999998,644.1139541833453
10000,3.08,547.2852966100229
10000,3.44,467.4206482036086
10000,3.8,401.1726210705276
10000,4.16,345.8980061536226
10000,4.52,299.50906038006354
10000,4.88,260.3648949068757
10000,5.24,227.15888572054413
10000,5.6,198.85158462080415
10000,5.96,174.60795782798544
10000,6.32,153.7554245397384
10000,6.68,135.74712774780826
10000,7.04,120.13641818043004
10000,7.3999999999999995,106.55864648912977
10000,7.76,94.7089082384124
10000,8.120000000000001,84.3366067134386
10000,8.48,75.23191349388694
10000,8.84,67.21858991937434
10000,9.2,60.14863315635048
10000,9.559999999999999,53.897376182905134
10000,9.92,48.35632497980683
10000,10.28,43.436840678193086
10000,10.64,39.06048386917394
10000,11.0,35.15994796980183
10000,11.36,31.678485182142122
10000,11.719999999999999,28.566030770177676
10000,12.08,25.779675614693275
10000,12.44,23.281824435024927
10000,12.799999999999999,21.039922520449434
10000,13.16,19.025761175472812
10000,13.52,17.213491087232157
10000,13.879999999999999,15.582251226903917
10000,14.24,14.111690585695786
10000,14.6,12.785694732766364
10000,14.959999999999999,11.588415750418015
10000,15.32,10.507044187091477
10000,15.68,9.529492126630336
10000,16.04,8.645261742143493
10000,16.4,7.845252687533307
10000,16.759999999999998,7.120743292513742
10000,17.119999999999997,6.4646628875071634
10000,17.479999999999997,5.870048158928903
10000,17.84,5.3310325199326325
10000,18.2,4.842308006491853
10000,18.56,4.399056558184447
10000,18.919999999999998,3.9969570945072106
10000,19.28,3.632033990934195
10000,19.64,3.300971570148653
10000,20.0,3.000410024052139
10000,21.0,2.3034021983299753
10000,22.0,1.7707104203189183
10000,23.0,1.3637846724055471
10000,24.0,1.0531862897025381
10000,25.0,0.8163503784739367
10000,26.0,0.6359802165899547
10000,27.0,0.49874547690201226
10000,28.0,0.3944351699499919
10000,29.0,0.3151278195929124
10000,30.0,0.2547771943300677
10000,31.0,0.208731770285057
10000,32.0,0.1734349865276826
10000,33.0,0.14618730857991152
10000,34.0,0.12494313693533762
10000,35.0,0.10816744044936216
10000,36.0,0.09471192369543582
10000,37.0,0.08372976952541356
10000,38.0,0.07459930815279643
10000,39.0,0.06687008979915163
10000,40.0,0.060214442465569167
10000,41.0,0.05440205508725698
10000,42.0,0.04926498294295082
10000,43.0,0.04468489707078096
10000,44.0,0.040576564852793026
10000,45.0,0.03687531834815958
10000,46.0,0.033533179639848
10000,47.0,0.030511323998658288
10000,48.0,0.027776815976982696
10000,49.0,0.02530160489909757
10000,50.0,0.023060770272111154
10000,51.0,0.021031002145782053
10000,52.0,0.019191197520563592
10000,53.0,0.017522268728414656
10000,54.0,0.01600680717339177
10000,55.0,0.014629015438464076
10000,56.0,0.013374717071854366
10000,57.0,0.012231547279301506
10000,58.0,0.011188488791769508
10000,59.0,0.010235907512285215
10000,60.0,0.009365323037849278
10000,61.0,0.00856910805168104
10000,62.0,0.007840635009937726
10000,63.0,0.007173922997682236
10000,64.0,0.0065635766022772825
10000,65.0,0.006004702806922949
10000,66.0,0.005492908666024871
10000,67.0,0.005024137857323684
10000,68.0,0.0045946719785948335
10000,69.0,0.0042011598236359185
10000,70.0,0.003840532908265649
10000,71.0,0.0035100112038407463
10000,72.0,0.0032070416604047347
10000,73.0,0.0029293279577443884
10000,74.0,0.0026747488972065168
10000,75.0,0.0024413902910510373
10000,76.0,0.0022274972233754273
10000,77.0,0.0020314770301530665
10000,78.0,0.0018518575604441153
10000,79.0,0.0016872959680383766
10000,80.0,0.0015365529525010564
10000,81.0,0.0013984955839949661
10000,82.0,0.0012720924720299577
10000,83.0,0.0011563845782325208
10000,84.0,0.001050501056925771
10000,85.0,0.0009536405867545135
10000,86.0,0.0008650619391270675
10000,87.0,0.0007840895957596069
10000,88.0,0.0007101029816212866
10000,89.0,0.0006425344268038534
10000,90.0,0.0005808552990059136
10000,91.0,0.0005245753492747411
10000,92.0,0.0004732582300305899
10000,93.0,0.00042649156419213825
10000,94.0,0.00038390236033224824
10000,95.0,0.0003451389425777295
10000,96.0,0.000309889843632789
10000,97.0,0.0002778564638472109
10000,98.0,0.0002487712160154457
10000,99.0,0.00022238685890730607
